,Bandit,Reward,Algorithm
0,0,-0.4221440137785184,Epsilon Greedy
1,1,1.4400912718744987,Epsilon Greedy
2,1,1.150410310917692,Epsilon Greedy
3,1,-0.27271639876318954,Epsilon Greedy
4,1,2.7517658786216255,Epsilon Greedy
5,1,2.1676360674897093,Epsilon Greedy
6,1,1.8491418936266704,Epsilon Greedy
7,1,1.9709691865059022,Epsilon Greedy
8,1,-0.04414659380061359,Epsilon Greedy
9,1,1.6120971796732313,Epsilon Greedy
10,1,1.699183500297381,Epsilon Greedy
11,1,3.280533207333703,Epsilon Greedy
12,1,4.137603752138766,Epsilon Greedy
13,1,2.9016372943055226,Epsilon Greedy
14,1,5.22437871098326,Epsilon Greedy
15,1,0.5101167634158827,Epsilon Greedy
16,1,1.1095889162621635,Epsilon Greedy
17,1,2.7570645021975397,Epsilon Greedy
18,1,1.4851825557379459,Epsilon Greedy
19,1,2.0702238822340044,Epsilon Greedy
20,1,1.3019618021054706,Epsilon Greedy
21,1,1.6149525881206441,Epsilon Greedy
22,1,1.1809304641351082,Epsilon Greedy
23,1,2.1953882502886803,Epsilon Greedy
24,1,2.088762795990113,Epsilon Greedy
25,1,3.298196587825504,Epsilon Greedy
26,1,2.146214844883918,Epsilon Greedy
27,1,2.051026094620849,Epsilon Greedy
28,1,0.5742416024327655,Epsilon Greedy
29,1,0.7163480799832331,Epsilon Greedy
30,1,2.144711533174154,Epsilon Greedy
31,1,1.6888161088449016,Epsilon Greedy
32,1,1.410768150469182,Epsilon Greedy
33,1,2.8801462130222766,Epsilon Greedy
34,1,2.502342972127482,Epsilon Greedy
35,1,1.2047605557769487,Epsilon Greedy
36,1,2.9259250449610357,Epsilon Greedy
37,1,2.9236719313830593,Epsilon Greedy
38,1,-0.21471143726785602,Epsilon Greedy
39,1,1.3559153870646723,Epsilon Greedy
40,1,3.0152218692441086,Epsilon Greedy
41,1,1.7450272472673414,Epsilon Greedy
42,1,2.6652257764462974,Epsilon Greedy
43,1,1.429604301138164,Epsilon Greedy
44,1,2.344132124234939,Epsilon Greedy
45,1,2.2751420520508914,Epsilon Greedy
46,1,3.9343511546891854,Epsilon Greedy
47,1,2.0893514362074908,Epsilon Greedy
48,1,2.5821698932445076,Epsilon Greedy
49,1,-0.06828157968745874,Epsilon Greedy
50,1,1.0040804446137366,Epsilon Greedy
51,1,1.7209536547774948,Epsilon Greedy
52,1,2.9333773372362195,Epsilon Greedy
53,1,1.4330483331906314,Epsilon Greedy
54,1,1.7493255319812793,Epsilon Greedy
55,1,2.1479899698140485,Epsilon Greedy
56,1,1.1697291706426796,Epsilon Greedy
57,1,2.397056310601678,Epsilon Greedy
58,1,2.1019193482134932,Epsilon Greedy
59,1,1.4106336338159626,Epsilon Greedy
60,1,1.5222152534918745,Epsilon Greedy
61,1,2.635163760087571,Epsilon Greedy
62,1,1.0134588990371263,Epsilon Greedy
63,1,2.832689721098253,Epsilon Greedy
64,1,1.5896094365237086,Epsilon Greedy
65,1,3.5769725902711746,Epsilon Greedy
66,1,0.5736842641121058,Epsilon Greedy
67,1,3.6852753340709183,Epsilon Greedy
68,1,0.46156599670814336,Epsilon Greedy
69,1,0.5168142272660514,Epsilon Greedy
70,1,2.396703564054922,Epsilon Greedy
71,1,2.375884075850604,Epsilon Greedy
72,1,1.6228964866322213,Epsilon Greedy
73,1,3.003896292839316,Epsilon Greedy
74,1,0.9755251539079741,Epsilon Greedy
75,1,2.6388781510049304,Epsilon Greedy
76,1,-0.25405585182330137,Epsilon Greedy
77,1,0.7067240711135052,Epsilon Greedy
78,1,3.4013993674604515,Epsilon Greedy
79,1,2.3798326752302237,Epsilon Greedy
80,1,1.118633454042088,Epsilon Greedy
81,1,1.8896983372125318,Epsilon Greedy
82,1,1.9131836648617087,Epsilon Greedy
83,1,2.3338772854439296,Epsilon Greedy
84,1,0.514407917588299,Epsilon Greedy
85,1,2.1312635659318513,Epsilon Greedy
86,1,2.2148593390887314,Epsilon Greedy
87,1,1.4258058460126204,Epsilon Greedy
88,1,3.3456036857164246,Epsilon Greedy
89,1,1.920545707845932,Epsilon Greedy
90,1,1.8855402000465527,Epsilon Greedy
91,1,2.650947848937959,Epsilon Greedy
92,1,3.3537963642740722,Epsilon Greedy
93,1,1.6947301824850214,Epsilon Greedy
94,1,2.287116610334904,Epsilon Greedy
95,1,3.9148601222823167,Epsilon Greedy
96,1,1.4105701095021312,Epsilon Greedy
97,1,1.0589113138352175,Epsilon Greedy
98,1,0.7598626881346615,Epsilon Greedy
99,1,2.2177261302279816,Epsilon Greedy
100,1,2.764123277132617,Epsilon Greedy
101,1,2.7191916625527064,Epsilon Greedy
102,1,2.370609781784666,Epsilon Greedy
103,1,1.2284485953780666,Epsilon Greedy
104,1,2.8497125188202523,Epsilon Greedy
105,1,0.10271569296146543,Epsilon Greedy
106,1,0.19826622640563718,Epsilon Greedy
107,1,3.3424221758987986,Epsilon Greedy
108,1,0.5479269177141319,Epsilon Greedy
109,1,1.5985190847434665,Epsilon Greedy
110,1,1.0984347560913785,Epsilon Greedy
111,1,2.0288829958869514,Epsilon Greedy
112,1,1.736692297827524,Epsilon Greedy
113,1,0.6429482962179836,Epsilon Greedy
114,1,2.3605826411814563,Epsilon Greedy
115,1,1.6458756238899253,Epsilon Greedy
116,1,3.6624034840407136,Epsilon Greedy
117,1,2.345505412618464,Epsilon Greedy
118,1,1.405777900296175,Epsilon Greedy
119,1,2.523707677225663,Epsilon Greedy
120,1,1.9618487701925378,Epsilon Greedy
121,1,2.1229889739327557,Epsilon Greedy
122,1,1.4826084528724088,Epsilon Greedy
123,1,2.495030058791026,Epsilon Greedy
124,1,2.5508931821938954,Epsilon Greedy
125,1,0.725956063011759,Epsilon Greedy
126,1,2.325135351265827,Epsilon Greedy
127,1,3.7162363151704003,Epsilon Greedy
128,1,3.4485206134455857,Epsilon Greedy
129,1,0.6302572030283551,Epsilon Greedy
130,1,2.5788511089626134,Epsilon Greedy
131,1,2.7146970856249375,Epsilon Greedy
132,1,0.9997435286568785,Epsilon Greedy
133,1,0.6923558811570714,Epsilon Greedy
134,1,1.0522538177800427,Epsilon Greedy
135,1,4.17708605594558,Epsilon Greedy
136,1,-0.14488254992604555,Epsilon Greedy
137,1,2.797298701437439,Epsilon Greedy
138,1,0.9313477953000657,Epsilon Greedy
139,1,0.7806106782746636,Epsilon Greedy
140,1,0.03098977730451824,Epsilon Greedy
141,1,2.730217665492968,Epsilon Greedy
142,1,2.357267919421397,Epsilon Greedy
143,1,3.2920532911873273,Epsilon Greedy
144,1,0.42087427748665673,Epsilon Greedy
145,1,2.374036885511125,Epsilon Greedy
146,1,2.6210010683558416,Epsilon Greedy
147,1,2.4777589874842363,Epsilon Greedy
148,1,1.5921742467804285,Epsilon Greedy
149,1,2.3844728954567977,Epsilon Greedy
150,1,1.562119966612627,Epsilon Greedy
151,1,1.8398057515665784,Epsilon Greedy
152,1,2.013420180471339,Epsilon Greedy
153,1,3.3168144844048366,Epsilon Greedy
154,1,1.3790705443869853,Epsilon Greedy
155,1,2.47241630747971,Epsilon Greedy
156,1,1.8453589339446377,Epsilon Greedy
157,1,1.8424868485297612,Epsilon Greedy
158,1,0.8839716962348381,Epsilon Greedy
159,1,3.1989151262490885,Epsilon Greedy
160,1,3.5418720599562086,Epsilon Greedy
161,1,2.7662931139084996,Epsilon Greedy
162,1,1.7935736230474402,Epsilon Greedy
163,1,2.3840319230189513,Epsilon Greedy
164,1,1.8642273223519532,Epsilon Greedy
165,1,1.0713065156006885,Epsilon Greedy
166,1,1.2595556803334726,Epsilon Greedy
167,1,2.0539644576301064,Epsilon Greedy
168,1,0.20669603169099693,Epsilon Greedy
169,1,1.6827691788766876,Epsilon Greedy
170,1,2.3165485729809627,Epsilon Greedy
171,1,1.429251013080425,Epsilon Greedy
172,1,1.204972365882583,Epsilon Greedy
173,1,1.382078120347622,Epsilon Greedy
174,1,-0.07423650651312519,Epsilon Greedy
175,1,2.2821825860857543,Epsilon Greedy
176,1,3.6555443987115908,Epsilon Greedy
177,1,1.9081651557691033,Epsilon Greedy
178,1,2.1684525843738407,Epsilon Greedy
179,1,2.606744742255913,Epsilon Greedy
180,1,0.20611262446362622,Epsilon Greedy
181,1,1.5142762184576077,Epsilon Greedy
182,1,1.78937806413178,Epsilon Greedy
183,1,1.763710941541542,Epsilon Greedy
184,1,1.1537223442658942,Epsilon Greedy
185,1,1.574251189020424,Epsilon Greedy
186,1,1.160556655971582,Epsilon Greedy
187,1,2.6096631919653728,Epsilon Greedy
188,1,2.895934815737224,Epsilon Greedy
189,1,1.750674082795872,Epsilon Greedy
190,1,1.745479755410159,Epsilon Greedy
191,1,1.7424739216526035,Epsilon Greedy
192,1,4.078251850687437,Epsilon Greedy
193,1,1.5628410506200097,Epsilon Greedy
194,1,2.301334175832403,Epsilon Greedy
195,1,3.119584392723495,Epsilon Greedy
196,1,0.17331019097410238,Epsilon Greedy
197,1,1.534835344002522,Epsilon Greedy
198,1,2.363406423478929,Epsilon Greedy
199,1,4.176974745271543,Epsilon Greedy
200,1,2.5090691882787417,Epsilon Greedy
201,1,2.1751708878437483,Epsilon Greedy
202,1,1.781319999779926,Epsilon Greedy
203,1,2.160838729926562,Epsilon Greedy
204,1,1.8336172058001838,Epsilon Greedy
205,1,3.2825536831462276,Epsilon Greedy
206,1,3.3311626711381326,Epsilon Greedy
207,1,3.435315545730095,Epsilon Greedy
208,1,3.3006587981195157,Epsilon Greedy
209,1,1.7412314287542294,Epsilon Greedy
210,1,1.889588722507319,Epsilon Greedy
211,1,1.9937846900640974,Epsilon Greedy
212,1,1.0037991494259517,Epsilon Greedy
213,1,3.1672454576633156,Epsilon Greedy
214,1,0.2479451852332506,Epsilon Greedy
215,1,1.1651177600215261,Epsilon Greedy
216,1,1.3335537401398407,Epsilon Greedy
217,1,2.9044074287851736,Epsilon Greedy
218,1,1.0989021606056693,Epsilon Greedy
219,1,1.21723428487554,Epsilon Greedy
220,1,3.52324910896056,Epsilon Greedy
221,1,2.4941646074703727,Epsilon Greedy
222,1,1.0388618474174471,Epsilon Greedy
223,1,1.3623530558373105,Epsilon Greedy
224,1,1.575544615829619,Epsilon Greedy
225,1,0.9264299985397817,Epsilon Greedy
226,1,1.3810509541438138,Epsilon Greedy
227,1,1.0888995919846542,Epsilon Greedy
228,1,1.5939738918484243,Epsilon Greedy
229,1,4.155884518683825,Epsilon Greedy
230,1,1.8883783947507065,Epsilon Greedy
231,1,1.201768147915934,Epsilon Greedy
232,1,1.150027538526087,Epsilon Greedy
233,1,1.4463202046836166,Epsilon Greedy
234,1,2.18659243418973,Epsilon Greedy
235,1,2.034711067777399,Epsilon Greedy
236,1,2.3316079567047443,Epsilon Greedy
237,1,2.511566365856544,Epsilon Greedy
238,1,1.1406830201417615,Epsilon Greedy
239,1,1.6138613506810893,Epsilon Greedy
240,1,1.3679571407451,Epsilon Greedy
241,1,1.3963859625322155,Epsilon Greedy
242,1,2.1103892798149446,Epsilon Greedy
243,1,1.6176816459909018,Epsilon Greedy
244,1,2.4682184050779097,Epsilon Greedy
245,1,2.7845921546238737,Epsilon Greedy
246,1,1.5830584012855091,Epsilon Greedy
247,1,1.196709894015073,Epsilon Greedy
248,1,1.9209667918483329,Epsilon Greedy
249,1,1.8429770295402845,Epsilon Greedy
250,1,1.761369517760716,Epsilon Greedy
251,1,1.712256499622558,Epsilon Greedy
252,1,2.0286158979227173,Epsilon Greedy
253,1,2.707756088366565,Epsilon Greedy
254,1,2.7862396569725973,Epsilon Greedy
255,1,2.418171856541948,Epsilon Greedy
256,1,1.3598979986358626,Epsilon Greedy
257,1,3.7280600730141638,Epsilon Greedy
258,1,3.7557007702185823,Epsilon Greedy
259,1,2.9527553756016283,Epsilon Greedy
260,1,0.7317446926968965,Epsilon Greedy
261,1,1.2639627318365112,Epsilon Greedy
262,1,3.008178726505302,Epsilon Greedy
263,1,2.465596159427734,Epsilon Greedy
264,1,1.4514112618364394,Epsilon Greedy
265,1,2.180705304043228,Epsilon Greedy
266,1,2.553138725059359,Epsilon Greedy
267,1,3.220873152967039,Epsilon Greedy
268,1,1.840844338370154,Epsilon Greedy
269,1,2.189201338803852,Epsilon Greedy
270,1,3.4034769529398297,Epsilon Greedy
271,1,2.1509723882177467,Epsilon Greedy
